"","count","lat","lon"
"104",5,25.7616798,-80.1917902
"105",1,25.7826123,-80.1340772
"106",1,26.1669711,-80.256595
"107",1,26.2034071,-98.2300124
"108",1,26.640628,-81.8723084
"109",1,26.7271012,88.3952861
"110",1,26.9124336,75.7872709
"111",7,27.6648274,-81.5157535
"112",1,27.950575,-82.4571776
"113",1,28.0434726,-82.472568
"114",1,28.0582985,-81.8661442
"115",1,28.2143574,-82.7350514
"116",1,28.3647248,-82.1959178
"117",1,28.373949,-81.551844
"118",1,28.394857,84.124008
"119",1,28.4743207,-81.4678193
"120",2,28.5383355,-81.3792365
"121",1,28.6122187,-80.8075537
"122",2,28.6139391,77.2090212
"123",1,28.6329957,-106.0691004
"124",1,29.0587757,76.085601
"125",1,29.0971845,75.9637413
"126",1,29.3909464,76.9635023
"127",1,29.423035,-98.4908102
"128",1,29.4241219,-98.4936282
"129",1,29.5635666,-95.2860474
"130",1,29.5815012,74.3294199
"131",1,29.5844524,-81.2078699
"132",1,29.5957696,-90.7195348
"133",1,29.6150433,-98.3168216
"134",1,29.6910625,-95.2091006
"135",1,29.7030024,-98.1244531
"136",6,29.7604267,-95.3698028
"137",1,29.7927238,-95.742248
"138",1,29.8082883,75.8257955
"139",1,29.9510658,-90.0715323
"140",1,30.0085542,-97.1594321
"141",1,30.1658207,-95.4612625
"142",1,30.220194,-95.571231
"143",1,30.267153,-97.7430608
"144",1,30.2752011,-98.8719843
"145",1,30.2949457,-82.98402
"146",1,30.3609069,-97.9526035
"147",1,30.375321,69.345116
"148",2,30.421309,-87.2169149
"149",1,30.4228993,-94.9462046
"150",1,30.4382559,-84.2807329
"151",2,30.9842977,-91.9623327
"152",1,31.1075832,77.1667792
"153",1,31.1240175,75.777846
"154",1,31.3610195,-97.3813176
"155",1,31.8087678,-85.969951
"156",1,31.956256,-86.313257
"157",10,31.9685988,-99.9018131
"158",3,32.1656221,-82.9000751
"159",1,32.2268212,-95.2255041
"160",1,32.3182314,-86.902298
"161",1,32.3199396,-106.7636538
"162",1,32.3546679,-89.3985283
"163",1,32.3881861,-98.9792336
"164",1,32.4706777,-100.0128739
"165",1,32.5232053,-92.637927
"166",1,32.691725,-96.4469015
"167",2,32.715738,-117.1610838
"168",1,32.742923,-97.7428165
"169",1,32.7554883,-97.3307658
"170",1,32.7766642,-96.7969879
"171",1,32.8163594,-96.8300995
"172",1,32.8546197,-79.9748103
"173",1,33.0806083,-96.8928309
"174",1,33.1972465,-96.6397822
"175",1,33.3128057,44.3614875
"176",1,33.4353394,-112.3576567
"177",2,33.4483771,-112.0740373
"178",1,33.5510021,-79.0414261
"179",1,33.6000232,-117.6719953
"180",1,33.6407282,-84.4277001
"181",1,33.6771203,-117.8167973
"182",1,33.7455731,-117.8678338
"183",4,33.7489954,-84.3879824
"184",1,33.7525129,-84.3898086
"185",1,33.7700504,-118.1937395
"186",1,33.7739053,-117.9414477
"187",1,33.783315,-84.3831166
"188",1,33.8495713,-118.3962867
"189",2,33.854721,35.862285
"190",1,33.8752935,-117.5664384
"191",1,33.932414,-84.516481
"192",1,33.9934867,-81.0739825
"193",1,34.0007104,-81.0348144
"194",1,34.0246348,-118.3815981
"195",1,34.0297895,-118.2117257
"196",2,34.0489281,-111.0937311
"197",1,34.050751,-118.3841777
"198",8,34.0522342,-118.2436849
"199",1,34.0564227,-118.4136037
"200",1,34.0565284,-117.8215295
"201",2,34.0900091,-118.3617443
"202",1,34.0928092,-118.3286614
"203",1,34.1140497,-83.9811014
"204",1,34.1367208,-118.6614809
"205",1,34.1808392,-118.3089661
"206",1,34.1975048,-119.1770516
"207",1,34.1998735,-119.1782662
"208",3,34.2331373,-102.4107493
"209",1,34.2421285,-77.8291259
"210",1,34.3614336,-86.3442107
"211",1,34.4812062,-87.2933533
"212",1,34.6391501,-120.4579409
"213",1,34.7303688,-86.5861037
"214",2,35.0853336,-106.6055534
"215",1,35.1495343,-90.0489801
"216",1,35.1801883,136.9065647
"217",1,35.1814464,136.906398
"218",1,35.1894378,-118.6071884
"219",1,35.20105,-91.8318334
"220",1,35.2225668,-97.4394777
"221",1,35.2248034,-88.2492037
"222",3,35.2270869,-80.8431267
"223",1,35.262082,-81.1873005
"224",1,35.2625038,-77.5826165
"225",1,35.3732921,-119.0187125
"226",1,35.4087517,-80.579511
"227",4,35.5174913,-86.5804473
"228",1,35.612661,-77.3663538
"229",1,35.6547949,-120.9008428
"230",2,35.6894875,139.6917064
"231",1,35.6938401,139.7035494
"232",1,35.7090259,139.7319925
"233",1,35.7344538,-81.3444573
"234",1,35.7595731,-79.0192997
"235",1,35.79154,-78.7811169
"236",1,35.937496,14.375416
"237",2,35.9606384,-83.9207392
"238",1,36.0594772,-102.5132497
"239",1,36.0645115,-94.1619468
"240",1,36.071217,-80.29983
"241",1,36.1626638,-86.7816016
"242",7,36.1699412,-115.1398296
"243",3,36.204824,138.252924
"244",10,36.778261,-119.4179324
"245",1,36.8090377,-119.7732666
"246",1,36.8349388,-119.7967147
"247",1,36.8354258,-76.2982742
"248",1,37.0298687,-76.3452218
"249",23,37.09024,-95.712891
"250",1,37.2635727,127.0286009
"251",2,37.3382082,-121.8863286
"252",1,37.358859,-122.019246
"253",1,37.447978,-122.159285
"254",1,37.4852152,-122.2363548
"255",1,37.566535,126.9779692
"256",1,37.6688205,-122.0807964
"257",1,37.6871761,-97.330053
"258",1,37.7107484,-120.1972129
"259",3,37.7749295,-122.4194155
"260",1,37.7977687,-121.9202514
"261",1,37.8043637,-122.2711137
"262",3,37.8271784,-122.2913078
"263",3,37.8393332,-84.2700179
"264",2,37.9642529,-91.8318334
"265",1,38.291859,-122.4580356
"266",1,38.4192496,-82.445154
"267",1,38.5631744,-76.0788292
"268",1,38.5976262,-80.4549026
"269",1,38.6265124,-76.9105483
"270",5,38.6270025,-90.1994042
"271",1,38.7309378,-90.3889622
"272",1,38.8375215,-120.8958242
"273",3,38.9071923,-77.0368707
"274",1,38.9181671,-78.1944446
"275",1,38.927775,-77.216339
"276",1,38.9431183,-84.544109
"277",1,38.963745,35.243322
"278",1,38.9723048,-94.7294627
"279",1,39.0256651,-77.0763669
"280",1,39.0420509,-94.6126055
"281",2,39.0457549,-76.6412712
"282",1,39.0795529,-77.0730338
"283",4,39.0997265,-94.5785667
"284",1,39.1031182,-84.5120196
"285",1,39.1329219,-84.5149504
"286",1,39.2963286,-119.7761221
"287",1,39.3209801,-111.0937311
"288",1,39.4523385,-74.7276626
"289",3,39.5500507,-105.7820674
"290",1,39.5661785,-103.2115118
"291",3,39.7392358,-104.990251
"292",1,39.768403,-86.158068
"293",1,39.7777755,-75.7716437
"294",1,39.8675693,-104.8730088
"295",1,39.9525839,-75.1652215
"296",1,39.9562052,-75.058009
"297",1,39.9611755,-82.9987942
"298",1,39.9811932,-75.1553506
"299",1,40.0577277,-79.0611183
"300",7,40.0583238,-74.4056612
"301",1,40.0812601,-75.1370254
"302",1,40.0994425,-74.9325683
"303",1,40.1584814,-83.0202001
"304",1,40.1893942,-105.1781092
"305",4,40.2671941,-86.1349019
"306",1,40.2897815,-74.2876618
"307",1,40.3470671,-79.8641232
"308",1,40.387481,-104.5616256
"309",5,40.4172871,-82.907123
"310",1,40.4406248,-79.9958864
"311",1,40.463667,-3.74922
"312",1,40.5649781,-111.8389726
"313",1,40.5795317,-74.1502007
"314",1,40.6071081,-74.1606613
"315",1,40.6084305,-75.4901833
"316",1,40.6234671,-79.1783725
"317",5,40.6331249,-89.3985283
"318",2,40.6781784,-73.9441579
"319",1,40.6789893,-73.4170673
"320",1,40.6802407,-73.6506776
"321",1,40.6926469,-73.9950857
"322",1,40.703295,-74.0110306
"323",1,40.7074909,-74.0112764
"324",1,40.7120452,-73.9363283
"325",17,40.7127837,-74.0059413
"326",1,40.7422572,-73.6742323
"327",1,40.7539128,-73.9864173
"328",1,40.7672006,-83.8297433
"329",2,40.774716,-74.694929
"330",1,40.7882723,-80.1436057
"331",1,40.789142,-73.134961
"332",1,40.7898451,-73.097568
"333",1,40.8091068,-73.9228881
"334",1,40.8115504,-73.9464769
"335",1,40.8257625,-96.6851982
"336",1,40.9358196,-73.9006631
"337",1,40.9928842,-83.2311169
"338",1,41.0192641,-73.6834621
"339",2,41.0814447,-81.5190053
"340",1,41.1014451,-81.441779
"341",1,41.1628731,-73.8615246
"342",1,41.1828302,-83.6782668
"343",5,41.2033216,-77.1945247
"344",1,41.3329867,21.5393309
"345",1,41.375049,-81.9081937
"346",1,41.3978217,-82.2223774
"347",4,41.4124339,-81.8479925
"348",1,41.4187924,-75.6560278
"349",1,41.4219889,-82.3646068
"350",1,41.4333909,-96.4981467
"351",2,41.4925374,-99.9018131
"352",10,41.49932,-81.6943605
"353",1,41.6032207,-73.087749
"354",1,41.6289365,-81.3614985
"355",1,41.6488696,-0.8897421
"356",1,41.76531,-87.5856422
"357",1,41.7745392,-84.942083
"358",1,41.8402756,-86.3624655
"359",3,41.8780025,-93.097702
"360",11,41.8781136,-87.6297982
"361",1,41.909611,-87.771964
"362",1,41.9174577,-87.7194819
"363",1,41.9227067,-87.6802748
"364",1,41.9517033,-87.6756134
"365",1,42.0697509,-87.7878408
"366",1,42.0719866,-83.9716095
"367",1,42.2411499,-83.6129939
"368",1,42.3408422,-83.3893686
"369",3,42.3600825,-71.0588801
"370",1,42.4072107,-71.3824374
"371",1,42.43472,-83.985
"372",1,42.4390069,-123.3283925
"373",1,42.4782758,-83.7411631
"374",1,42.4989936,-83.3677168
"375",1,42.5412494,-75.5258502
"376",1,42.6525793,-73.7562317
"377",1,42.7309977,-118.6290799
"378",1,42.844668,-73.8183804
"379",1,42.8864468,-78.8783689
"380",1,42.891868,-78.882945
"381",1,42.9849233,-81.2452768
"382",1,43.0405846,-87.9196785
"383",1,43.0454659,-87.9234183
"384",1,43.1198091,131.8869243
"385",1,43.1472805,-71.8874833
"386",1,43.6187102,-116.2146068
"387",8,43.653226,-79.3831843
"388",1,43.6971294,-114.3517172
"389",1,43.7012135,7.2743197
"390",1,43.7508284,-87.71453
"391",2,43.7844397,-88.7878678
"392",1,43.786648,7.44438
"393",1,43.8041334,-120.5542012
"394",4,43.8169837,-79.532157
"395",1,43.9653889,-70.8226541
"396",1,43.9695148,-99.9018131
"397",1,43.993623,-78.60736
"398",1,44.0520691,-123.0867536
"399",3,44.3148443,-85.6023643
"400",1,44.5660691,-92.5369563
"401",1,44.7717522,-96.6876197
"402",1,44.811349,-91.4984941
"403",1,44.871303,-93.406255
"404",1,44.9077453,-116.0985554
"405",1,44.9192844,-123.3170472
"406",1,44.926408,-88.7485999
"407",1,44.9537029,-93.0899578
"408",1,44.977753,-93.2650108
"409",1,45.0644418,-93.3083319
"410",1,45.2969151,-75.926823
"411",1,45.4654219,9.1859243
"412",1,45.485287,-122.542636
"413",3,45.5016889,-73.567256
"414",1,45.5230622,-122.6764816
"415",1,45.8080597,9.0851765
"416",1,46.1381676,-122.9381672
"417",1,46.227638,2.213749
"418",1,46.3237423,-120.0086538
"419",1,46.510712,-63.4168136
"420",1,46.729553,-94.6858998
"421",4,46.8138783,-71.2079809
"422",1,47.1584462,-122.3775948
"423",1,47.255961,-122.473299
"424",1,47.5514926,-101.0020119
"425",7,47.6062095,-122.3320708
"426",1,47.6101497,-122.2015159
"427",1,47.67648,-116.796398
"428",1,47.7510741,-120.7401386
"429",1,48.1446427,6.3355935
"430",1,48.4751998,-81.3318545
"431",1,48.475753,-122.329437
"432",1,48.7074303,2.1750239
"433",1,48.7786908,-123.7079416
"434",1,48.856614,2.3522219
"435",1,48.8798704,0.1712529
"436",1,49.0270129,1.151361
"437",1,49.1966913,-123.1815123
"438",5,49.2827291,-123.1207375
"439",1,49.3348973,-123.1667847
"440",1,49.714528,7.3071512
"441",3,51.0486151,-114.0708459
"442",1,51.052672,-114.0369791
"443",1,51.165691,10.451526
"444",2,51.253775,-85.3232139
"445",1,51.2787075,0.5217254
"446",1,51.4519021,0.1171786
"447",2,51.454513,-2.58791
"448",1,51.4740846,-0.0930137
"449",3,51.5073509,-0.1277583
"450",1,51.5554913,-107.9910335
"451",1,52.2446266,4.8317337
"452",2,52.3555177,-1.1743197
"453",1,52.6308859,1.297355
"454",1,52.9547832,-1.1581086
"455",1,53.347233,-6.277168
"456",1,53.5587003,108.1649964
"457",1,53.592974,-113.571707
"458",1,53.6823877,-2.7021047
"459",1,53.7632254,-2.7044052
"460",1,53.9332706,-116.5765035
"461",1,54.3520252,18.6466384
"462",1,54.516246,-6.0580106
"463",1,55.185467,-1.513952
"464",3,55.378051,-3.435973
"465",1,55.755826,37.6173
"466",5,56.130366,-106.346771
"467",1,60.472024,8.468946
"468",1,61.52401,105.318756
"469",1,62.4113634,-149.0729715
"470",1,64.2008413,-149.4936733
"1",1,-41.2923682,174.7724295
"2100",1,-30.559482,22.937506
"3100",1,-28.6104322,153.1932534
"4100",1,-28.016667,153.4
"5100",1,-22.8272883,-43.0637646
"6100",1,-5.2574467,-36.7170585
"754",1,4.570868,-74.297333
"810",1,10.2313205,-67.2847875
"910",1,10.431916,-64.183316
"1010",2,13.7563309,100.5017651
"1110",1,13.8055921,100.5751994
"1210",1,15.870032,100.992541
"1310",1,17.758076,83.334056
"1410",1,18.220833,-66.590149
"1510",1,19.0759837,72.8776559
"1610",2,19.4326077,-99.133208
"1710",1,20.1010608,-98.7591311
"1810",1,22.744446,-98.9759252
"1910",1,23.684994,90.356331
"2010",1,24.3963061,68.93384
"2110",1,25.216667,55.166667
"2210",1,26.7271012,88.3952861
"2310",1,26.9124336,75.7872709
"2410",1,27.6648274,-81.5157535
"2510",1,28.0582985,-81.8661442
"2610",1,28.0587031,-82.4138539
"2710",1,28.4743207,-81.4678193
"2810",1,29.3909464,76.9635023
"2910",1,29.423035,-98.4908102
"3010",5,29.7604267,-95.3698028
"3110",1,29.9510658,-90.0715323
"3210",1,30.2949457,-82.98402
"3310",1,30.375321,69.345116
"3410",1,30.421309,-87.2169149
"3510",2,30.9842977,-91.9623327
"3610",4,31.9685988,-99.9018131
"3710",1,32.1656221,-82.9000751
"3810",1,32.3881861,-98.9792336
"3910",1,32.742923,-97.7428165
"4010",1,32.7554883,-97.3307658
"4110",1,33.0806083,-96.8928309
"4210",2,33.7489954,-84.3879824
"4310",1,34.0489281,-111.0937311
"4410",1,34.0522342,-118.2436849
"4510",1,34.0565284,-117.8215295
"4610",1,34.1367208,-118.6614809
"4710",1,34.2331373,-102.4107493
"4810",1,34.4812062,-87.2933533
"4910",1,35.2248034,-88.2492037
"5010",1,35.2270869,-80.8431267
"5110",1,35.5174913,-86.5804473
"5210",1,35.6894875,139.6917064
"5310",1,36.071217,-80.29983
"5410",1,36.1626638,-86.7816016
"5510",1,36.1699412,-115.1398296
"5610",1,36.204824,138.252924
"5710",2,36.778261,-119.4179324
"5810",8,37.09024,-95.712891
"5910",1,38.4192496,-82.445154
"6010",1,38.6270025,-90.1994042
"6110",1,38.9071923,-77.0368707
"6210",1,38.9181671,-78.1944446
"6310",1,39.0457549,-76.6412712
"6410",1,40.0067623,-75.1428632
"6510",1,40.0141905,-83.0309143
"6610",1,40.2671941,-86.1349019
"6710",1,40.5649781,-111.8389726
"6810",1,40.6071081,-74.1606613
"6910",4,40.7127837,-74.0059413
"7010",1,40.7539128,-73.9864173
"7110",1,40.7672006,-83.8297433
"7210",1,40.789142,-73.134961
"7310",1,40.7898451,-73.097568
"7410",1,40.8091068,-73.9228881
"755",1,40.8257625,-96.6851982
"761",1,40.9358196,-73.9006631
"771",2,41.2033216,-77.1945247
"781",1,41.4124339,-81.8479925
"791",4,41.49932,-81.6943605
"801",2,41.8780025,-93.097702
"811",3,41.8781136,-87.6297982
"821",1,42.2573607,-71.7912002
"831",1,42.3600825,-71.0588801
"841",1,42.4072107,-71.3824374
"851",1,42.4989936,-83.3677168
"861",1,42.6525793,-73.7562317
"871",1,42.844668,-73.8183804
"881",1,43.0405846,-87.9196785
"891",1,43.7508284,-87.71453
"901",1,43.7844397,-88.7878678
"911",1,43.8169837,-79.532157
"921",1,43.993623,-78.60736
"931",1,44.9192844,-123.3170472
"941",1,45.4654219,9.1859243
"951",1,45.485287,-122.542636
"961",1,45.5016889,-73.567256
"971",1,45.8080597,9.0851765
"981",2,46.8138783,-71.2079809
"991",1,47.1584462,-122.3775948
"1001",1,47.6062095,-122.3320708
"1011",1,48.1446427,6.3355935
"1021",1,49.2827291,-123.1207375
"1031",1,51.165691,10.451526
"1041",1,51.4740846,-0.0930137
"1051",3,55.378051,-3.435973
"1061",1,64.2008413,-149.4936733
"1071",1,-40.5804655,175.3136218
"1081",1,-38.9084403,-68.1101911
"1091",6,-38.416097,-63.616672
"1101",3,-37.813611,144.963056
"1111",1,-37.4713077,144.7851531
"1121",1,-36.749449,144.2817801
"1131",5,-35.675147,-71.542969
"1141",2,-34.9011127,-56.1645314
"1151",4,-34.6036844,-58.3815591
"1161",4,-33.8688197,151.2092955
"1171",4,-33.4488897,-70.6692655
"1181",1,-33.3529519,151.4435474
"1191",1,-33.047238,-71.6126885
"1201",2,-31.9505269,115.8604572
"1211",1,-30.559482,22.937506
"1221",1,-30.0002315,136.2091547
"1231",1,-29.9132584,-51.1861921
"1241",1,-29.2751535,-49.998236
"1251",2,-28.6104322,153.1932534
"1261",1,-28.4748354,-48.7837539
"1271",1,-27.6387496,152.5928676
"1281",1,-27.4697707,153.0251235
"1291",1,-26.8082848,-65.2175903
"1301",1,-25.5318354,-49.2035722
"1311",7,-25.274398,133.775136
"1321",1,-23.6473732,-46.8193874
"1331",1,-23.6193615,-46.6784144
"1341",4,-23.5505199,-46.6333094
"1351",1,-23.442503,-58.443832
"1361",2,-22.9068467,-43.1728965
"1371",1,-22.7106685,-43.5522256
"1381",1,-22.573256,-44.9693894
"1391",1,-19.9166813,-43.9344931
"1401",6,-14.235004,-51.92528
"1411",1,-12.9371662,-38.360842
"1421",1,-12.928791,-38.4161591
"1431",1,-12.579738,-41.7007272
"1441",3,-12.2720956,-76.2710833
"1451",3,-12.046374,-77.0427934
"1461",1,-9.6498487,-35.7089492
"1471",3,-9.189967,-75.015152
"1481",1,-8.783195,34.508523
"1491",1,-8.091221,111.9641728
"1501",1,-8.0578381,-34.8828969
"1511",1,-7.8830648,112.5334492
"1521",1,-7.1194958,-34.8448668
"1531",1,-6.7765974,-79.8442978
"1541",1,-6.5971469,106.8060388
"1551",1,-6.1744651,106.822745
"1561",1,-4.4420385,-61.3268535
"1571",2,-3.7318616,-38.5266704
"1581",2,-3.1190275,-60.0217314
"1591",3,-2.1709979,-79.9223592
"1601",6,-1.831239,-78.183406
"1611",1,-1.2920659,36.8219462
"1621",1,-1.2898914,36.7503364
"1631",10,-0.789275,113.921327
"1641",1,-0.1806532,-78.4678382
"1651",1,-0.023559,37.906193
"1661",1,0.18636,6.613081
"1671",2,1.352083,103.819836
"1681",1,1.4853682,103.7618154
"1691",1,3.100227,101.715064
"1701",1,3.139003,101.686855
"1711",2,3.4516467,-76.5319854
"1721",1,3.5354881,98.6655592
"1731",2,3.919305,-56.027783
"1741",4,4.570868,-74.297333
"1751",2,4.7109886,-74.072092
"1761",1,5.6037168,-0.1869644
"1771",3,6.42375,-66.58973
"1781",1,6.4661301,80.4331538
"1791",1,6.5243793,3.3792057
"1801",1,6.8649081,79.8996789
"1811",1,6.9270786,79.861243
"1821",2,7.11732,-73.1260999
"1831",1,7.7713572,-72.2261466
"1841",1,9.081999,8.675277
"1851",1,9.8638091,-83.9161935
"1861",3,9.9280694,-84.0907246
"1871",1,10.0600742,-2.5098914
"1881",1,10.3156992,123.8854366
"1891",1,10.4805937,-66.9036063
"1901",1,10.5887998,122.1396745
"1911",1,10.6407389,122.9689565
"1921",1,10.8505159,76.2710833
"1931",1,11.1271225,78.6568942
"1941",1,12.52111,-69.968338
"1951",1,12.707434,101.1473517
"1961",1,12.865416,-85.207229
"1971",3,12.879721,121.774017
"1981",1,12.8881131,80.0170493
"1991",2,12.9715987,77.5945627
"2001",2,13.0826802,80.2707184
"2011",1,13.6899991,100.7501124
"2021",2,13.6929403,-89.2181911
"2031",1,13.7563309,100.5017651
"2041",1,14.058324,108.277199
"2051",1,14.2456329,120.8785658
"2061",1,14.3488961,121.0392436
"2071",1,14.5176184,121.0508645
"2081",1,14.5696177,121.0264823
"2091",1,14.5995124,120.9842195
"2101",1,14.9967842,121.1710389
"2111",2,15.870032,100.992541
"2121",1,16.7569318,-93.1292353
"2131",1,17.385044,78.486671
"2141",1,17.989456,-92.9475061
"2151",1,18.0178743,-76.8099041
"2161",2,18.220833,-66.590149
"2171",1,18.5204303,73.8567437
"2181",1,18.6504879,-91.8074586
"2191",1,18.735693,-70.162651
"2201",1,18.9242095,-99.2215659
"2211",5,19.0759837,72.8776559
"2221",1,19.1504232,72.9330298
"2231",1,19.3133,-81.2546
"2241",1,19.3149641,-99.2425886
"2251",1,19.4130129,-99.1801606
"2261",3,19.4326077,-99.133208
"2271",1,19.8392372,-98.9848677
"2281",1,20,78
"2291",1,20.2960587,85.8245398
"2301",6,20.593684,78.96288
"2311",1,21.0904274,-86.7694836
"2321",1,21.1250077,-101.6859605
"2331",1,21.1458004,79.0881546
"2341",1,21.1702401,72.8310607
"2351",2,21.3069444,-157.8583333
"2361",1,21.325771,-157.8748628
"2371",1,21.3353909,-158.0568965
"2381",1,21.386338,-157.9255357
"2391",2,21.3972222,-157.9733333
"2401",1,21.916221,95.955974
"2411",1,22.2800902,-81.2142516
"2421",1,22.293139,-97.8846644
"2431",1,22.3475365,91.8123324
"2441",1,22.396428,114.109497
"2451",1,22.7641984,-102.5865558
"2461",1,22.9867569,87.8549755
"2471",1,23.0798696,-109.7124043
"2481",1,23.317419,-106.479642
"2491",11,23.634501,-102.552784
"2501",1,23.810332,90.4125181
"2511",1,24.585445,73.712479
"2521",1,24.8614622,67.0099388
"2531",1,25.0865151,-80.4472802
"2541",1,25.2138156,75.8647527
"2551",1,25.2583192,51.5386659
"2561",1,25.3961861,85.917677
"2571",1,25.4358011,81.846311
"2581",1,25.6039859,-109.0548225
"2591",6,25.6866142,-100.3161126
"2601",7,25.7616798,-80.1917902
"2611",1,25.788047,-80.140662
"2621",2,25.790654,-80.1300455
"2631",3,26.1224386,-80.1373174
"2641",1,26.1420358,-81.7948103
"2651",1,26.2034071,-98.2300124
"2661",1,26.5513307,-81.8872939
"2671",1,26.6167555,-80.0684479
"2681",1,26.7153424,-80.0533746
"2691",1,26.7605545,83.3731675
"2701",1,26.820553,30.802498
"2711",1,27.4779362,-99.549573
"2721",1,27.558931,-99.475782
"2731",12,27.6648274,-81.5157535
"2741",1,27.7205407,-82.7430015
"2751",1,27.7518284,-82.6267345
"2761",1,27.8005828,-97.396381
"2771",1,27.950575,-82.4571776
"2781",1,28.0196825,83.804868
"2791",1,28.0222435,-81.7328567
"2801",1,28.2143574,-82.7350514
"2811",1,28.394857,84.124008
"2821",2,28.4594965,77.0266383
"2831",1,28.5383355,-81.3792365
"2841",2,28.6139391,77.2090212
"2851",1,28.660437,-106.1020263
"2861",1,28.669997,-81.2081203
"2871",1,28.6839885,-17.7645747
"2881",1,28.7040592,77.1024902
"2891",1,29.0587757,76.085601
"2901",1,29.0971845,75.9637413
"2911",1,29.4156061,78.993862
"2921",4,29.4241219,-98.4936282
"2931",1,29.6286476,-98.4889642
"2941",5,29.7604267,-95.3698028
"2951",1,29.7803257,-95.3259358
"2961",1,29.7857853,-95.8243956
"2971",1,29.9510658,-90.0715323
"2981",1,30.1765914,-85.8054879
"2991",1,30.2265949,-93.2173758
"3001",1,30.2319222,-97.7865569
"3011",1,30.2657655,-94.1996286
"3021",1,30.267153,-97.7430608
"3031",1,30.3870686,-97.7036561
"3041",1,30.4382559,-84.2807329
"3051",1,30.4582829,-91.1403196
"3061",1,30.5177349,-92.4888303
"3071",1,30.5464236,-97.6222665
"3081",1,30.8327022,-83.2784851
"3091",1,30.8471283,-90.153141
"3101",1,30.9842977,-91.9623327
"3111",1,31.2000924,29.9187387
"3121",1,31.302014,-98.1690023
"3131",1,31.4705486,-7.3940083
"3141",1,31.6786179,-92.1141194
"3151",1,31.7243416,-106.4899163
"3161",9,31.9685988,-99.9018131
"3171",1,32.0835407,-81.0998342
"3181",1,32.0953622,-91.7045307
"3191",6,32.1656221,-82.9000751
